Lag Time (s),Correlation,Brightness
0,1,0.6700140641911285
0.0020930003788330685,0.712439424741711,0.6677669945643772
0.004186000757666137,0.712685349103797,0.6609349586176659
0.006279001136499205,0.7120064848125957,0.6600166849721193
0.008372001515332274,0.7119901128345548,0.6669755587164955
0.010465001894165342,0.7120129617064247,0.6644518066383771
0.01255800227299841,0.7121647404666965,0.6718560130918982
0.01465100265183148,0.7123744287220807,0.6611350182354322
0.016744003030664548,0.7125732292315523,0.6682925511802487
0.018837003409497618,0.7120507181270446,0.6642755541151246
0.020930003788330685,0.7119906501127429,0.6665560336980378
0.023023004167163755,0.7123170919235692,0.6619114496119839
0.02511600454599682,0.7113801704394506,0.6659190438750741
0.02720900492482989,0.7113398143683481,0.6636341629805665
0.02930200530366296,0.7116766094274852,0.661323874514604
0.03139500568249603,0.7126031566198959,0.667118801402815
0.033488006061329095,0.7120187593088065,0.6637143868872888
0.03558100644016216,0.7123303878301293,0.6614901240569676
0.037674006818995236,0.7118630147173546,0.6671306049202642
0.0397670071978283,0.7124242394231877,0.6613184729049233
0.04186000757666137,0.7122761986463284,0.6601525254525827
0.043953007955494436,0.7115065327800988,0.6615095298398932
0.04604600833432751,0.712236299916009,0.6676761674979113
0.048139008713160576,0.712056401064439,0.6669381475679748
0.05023200909199364,0.7114546682050209,0.6633414757597739
0.05232500947082671,0.711553291389245,0.6691123954938553
0.05441800984965978,0.7115836474055389,0.6709755507141083
0.05651101022849285,0.7119782539864624,0.6628755369099962
0.05860401060732592,0.7120497465365204,0.6714144815154903
0.060697010986158983,0.7122835295984427,0.6679140383834353
0.06279001136499206,0.712032537023869,0.6634094960298142
0.06488301174382512,0.7115610508939523,0.6642423442185741
0.06697601212265819,0.7118312786273928,0.6624716165417278
0.06906901250149126,0.7125674728376775,0.663254249766429
0.07116201288032432,0.7126266963424035,0.6645156256564424
0.0732550132591574,0.7116737333731473,0.6645678412166803
0.07534801363799047,0.7124551986482816,0.6676649641593164
0.07744101401682353,0.7114125639796562,0.6694667010769193
0.0795340143956566,0.711258100512621,0.6619162510428107
0.08162701477448968,0.7114689754827789,0.664445404730608
0.08372001515332274,0.7120459014513243,0.6591624304042599
0.08581301553215581,0.7108220998815742,0.6659566550832121
0.08790601591098887,0.7120160876427508,0.6722185211192903
0.08999901628982195,0.7117300352130232,0.6718574135092228
0.09209201666865502,0.7122767835178164,0.6647404926668099
0.09418501704748808,0.7119964439180155,0.6648477246219351
0.09627801742632115,0.7124478285921875,0.6683567703175508
0.09837101780515423,0.7121337095366354,0.6637594003012875
0.10046401818398729,0.7113921487044439,0.6651256074310133
0.10255701856282036,0.7119210642960455,0.6698161051993481
0.10465001894165342,0.7122526768613389,0.6680340741540968
0.10674301932048649,0.7122759545260446,0.6659012385690922
0.10883601969931957,0.7111890835706121,0.6727808887048304
0.11092902007815263,0.7123330557278023,0.6703705704299869
0.1130220204569857,0.7122710096206274,0.6652296384322509
0.11511502083581877,0.7122842973007733,0.6644892177868971
0.11720802121465183,0.7112229323577435,0.6611522233625596
0.11930102159348491,0.7112523947718734,0.6572468595641517
0.12139402197231797,0.7125124013242222,0.6690151665196216
0.12348702235115104,0.711541032537892,0.6687584900300283
0.12558002272998411,0.7120876071440616,0.6608745406131007
0.12767302310881717,0.7116023693053609,0.6637606006589952
0.12976602348765023,0.7113665165331718,0.664495019515814
0.13185902386648332,0.7122545361406263,0.663468713676674
0.13395202424531638,0.7127270085535685,0.6666356574259104
0.13604502462414944,0.7120938067404844,0.6632806576359724
0.13813802500298253,0.711895526907804,0.660196338508873
0.1402310253818156,0.7120764047377565,0.665521525414571
0.14232402576064865,0.7118612187445582,0.66640298809045
0.14441702613948174,0.7115577987442748,0.6661263056390793
0.1465100265183148,0.7124292647438105,0.6643961900646419
0.14860302689714786,0.7125041804212108,0.6604726208410087
0.15069602727598094,0.7124543649783184,0.6630407861542721
0.152789027654814,0.7126198277938192,0.6670671860214316
0.15488202803364706,0.7123439870632999,0.6724069772792275
0.15697502841248015,0.7110362449694078,0.6645346313201326
0.1590680287913132,0.7119722957695999,0.6606596765836217
0.16116102917014627,0.7125849437622359,0.658260761706989
0.16325402954897936,0.7116418220529438,0.6609467621351157
0.16534702992781242,0.712487272210436,0.6620492906886242
0.16744003030664548,0.7123635706825442,0.6656729705452215
0.16953303068547854,0.7115341988471646,0.6665956455023572
0.17162603106431162,0.7122683294596752,0.6748663101604264
0.17371903144314468,0.7117946518366688,0.6689529479784958
0.17581203182197774,0.7129193261805975,0.6666982760862686
0.17790503220081083,0.7124891965805948,0.6695145153255654
0.1799980325796439,0.7109645261433858,0.6701413021080262
0.18209103295847695,0.7126796604470789,0.6643073635943499
0.18418403333731004,0.7118065971685504,0.6586130666938738
0.1862770337161431,0.7116938110929847,0.6681509089708703
0.18837003409497616,0.7108381501643783,0.6643091641309085
0.19046303447380925,0.7123022025599183,0.6616411690683809
0.1925560348526423,0.7135890213032979,0.6656641679220393
0.19464903523147536,0.7127005300689462,0.6655417314359685
0.19674203561030845,0.7124475485046984,0.6594079035552594
0.1988350359891415,0.7112052852324091,0.6644600090827049
0.20092803636797457,0.7118738005035077,0.6626296636397653
0.20302103674680763,0.7120307517059453,0.6629011445410696
0.20511403712564072,0.7124435289774004,0.6633130672940525
0.20720703750447378,0.7121361471916601,0.6631142080339926
0.20930003788330684,0.7114639653600406,0.6655817433595191
0.21139303826213993,0.7129827502826204,0.6611720292647204
0.21348603864097299,0.7127467487872018,0.6666092495563648
0.21557903901980605,0.710994712697359,0.6672538416448061
0.21767203939863913,0.7106948793198763,0.6616095596487751
0.2197650397774722,0.7116761575312542,0.6600220865817977
0.22185804015630525,0.7120205186946118,0.6646806748411022
0.22395104053513834,0.7124333086560154,0.6640210782813253
0.2260440409139714,0.7115249668232406,0.6683019539822832
0.22813704129280446,0.7149494630397943,0.6678860300369509
0.23023004167163755,0.7128888840480604,0.6648281187793934
0.2323230420504706,0.714401715129408,0.6636367637555981
0.23441604242930367,0.7134999545243752,0.6650143742835335
0.23650904280813673,0.7128743989987735,0.671822803195349
0.23860204318696981,0.7133848530370142,0.6660586854882721
0.24069504356580287,0.7130881411810264,0.6682839486166872
0.24278804394463593,0.7118152035345595,0.6653342696123407
0.24488104432346902,0.7143981149026877,0.6698760230548674
0.24697404470230208,0.7129738822219414,0.6642387431454546
0.24906704508113514,0.7126832131660517,0.6640402840046327
0.25116004545996823,0.7154506254878336,0.6691652112329463
0.2532530458388013,0.7140771315499884,0.6719920536319811
0.25534604621763435,0.7145804451032284,0.6662715489215775
0.25743904659646744,0.7136305953426417,0.6643205675291224
0.25953204697530047,0.7140341441792104,0.6670877921620597
0.26162504735413356,0.7125716132615278,0.6704347895672867
0.26371804773296664,0.7100269203691689,0.6740636709739465
0.2658110481117997,0.7107399895700149,0.6750577672146274
0.26790404849063276,0.7116402599397621,0.6699940582293498
0.26999704886946585,0.7063827335222596,0.6704097821150675
0.2720900492482989,0.7101657904115284,0.6663357680588797
0.27418304962713197,0.7069721931694749,0.6678160091707303
0.27627605000596506,0.7071437006716836,0.6669847614589134
0.2783690503847981,0.6959638557455621,0.6695723325551013
